Name,Phone,Address,Facebook,State
Four Flags Antiques,269-683-6681,218 N 2nd St Niles MI 49120,http://facebook.com/Fourflagsantiquemallphotosa.14209180248626312836107306677022,Michigan
Hog Creek Antique Mall,517-869-2250,10750 W Chicago Rd Allen MI 49227,http://www.facebook.com/Hog-Creek-Antique-Mall-260631270649459/,Michigan
Michigan Antique Festivals,989-687-9001,6905 Eastman Ave Midland Township MI 48642,http://www.facebook.com/antiquefestival,Michigan
Vintage Green,616-402-5901,7 N 7th St Grand Haven MI 49417,http://www.facebook.com/vintagegreen/,Michigan
The Better Half,906-273-1507,1313 S Front St Ste 2 Marquette MI 49855,unavailable,Michigan
Anderson's Cool Stuff,616-886-8954,6270 124th Ave # M-89 Fennville MI 49408,http://www.facebook.com/Andersonscoolstuff,Michigan
Big River Antiques,586-291-1963,306 S Water St Marine City MI 48039,http://www.facebook.com/Big-River-Antiques-505579729633670/,Michigan
Country Cottage Decor & Antiques,231-779-2434,215 N Mitchell St Cadillac MI 49601,http://facebook.com/Country-Cottage-Decor-1639923049602026,Michigan
Changing Thymes of West Michigan,616-558-9807,4187 Chicago Dr Sw Ste 6 Grandville MI 49418,http://facebook.com/Changing-Thymes-Grandville-264409617053934,Michigan
The ReFind Shoppe,not available,244 W Randall St Coopersville MI 49404,http://www.facebook.com/The-Re-Find-Shoppe-272751206181596,Michigan
Antiques on Seventh,616-843-7657,109 N Seventh  A Grand Haven MI 49417,http://facebook.com/antiquesonseventh,Michigan
Hidden Treasures of Fremont,231-335-2419,14 E Main St. Fremont MI 49412,http://facebook.com/profile.php?id=100063786920389,Michigan
The Wooden Shoe Antique Mall,616-396-0353,447 US-31 Holland MI 49423,http://www.facebook.com/TheWoodenShoeAntiqueMall,Michigan
North Star Antiques,616-897-0898,211 W Main St Lowell MI 49331,http://www.facebook.com/Northstarantiques/,Michigan
Michigan Ave Antiques,517-414-3759,116 East Michigan Ave Parma MI 49269,http://www.facebook.com/MichiganAveAntiques,Michigan
Algonac Trade Center & Antique Mall,810-794-4455,1031 St. Clair River Dr. Algonac MI 48001,http://www.facebook.com/Algonac-Antique-Mall-and-Trade-Center-190659707625518/,Michigan
Motor City Antiques and Salvage,734-782-4018,13431 Telegraph Rd Flat Rock MI 48134,http://www.facebook.com/MotorCityAntiqueMall/,Michigan
The Bird Cage,269-543-4732,2378 68th St. Fennville MI 49408,unavailable,Michigan
Elk Rapids Antiques,231-498-2222,914 US 31 Elk Rapids MI 49629,http://www.facebook.com/elkrapids.antiques,Michigan
Century Antiques,616-233-4000,445 Century SW Grand Rapids MI 49503,http://www.facebook.com/century.antiques,Michigan
Little Red Schoolhouse,517-321-6701,5002 W Saginaw Hwy Ste 2 Lansing MI 48917,http://www.facebook.com/Little-Red-Schoolhouse-186336014728386/,Michigan
Paul Bunyan Antiques,231-745-2637,9175 S M 37 Baldwin MI 49304,unavailable,Michigan
Infinity Rustic Designs & Antiques,616-405-2911,6441 96th Ave Zeeland MI 49464,http://facebook.com/IRDAntiques,Michigan
The Haven Antiques,810-441-7702,31 Railroad St. Port Austin MI 48467,http://www.facebook.com/pages/The%20Haven/420306535169803/,Michigan
Richman Poorman Antiques and Collectibles ,not available,2108 Wildwood Ave Jackson MI 49202,http://facebook.com/LFSABEACH/,Michigan
Not So Shabby Marketplace,616-796-6980,2975 W Shore Dr Holland MI 49424,http://facebook.com/notsoshabbymarketplace,Michigan
Ditto Consignments & Design,586-716-9400,37017 Green St New Baltimore MI 48047,http://facebook.com/dittoconsignments,Michigan
Depot Antiques,616-847-7100,14599 Cleveland St. # M-104 Spring Lake MI 49456,http://Facebook.com/depotantiques,Michigan
Walt's Garage Antiques,231-223-4123,2513 Nelson Rd Traverse City MI 49686,unavailable,Michigan
Eagle Street Market,269-637-4333,422 Eagle St. South Haven MI 49090,http://www.facebook.com/EagleStreetMarket/,Michigan
Irontown Antiques,906-475-4567,405 Iron St Negaunee MI 49866,http://facebook.com/Irontown-Antiques/1089551781190976,Michigan
The Rusted Bucket Antiques,662-269-2867,635 Daybrite Dr. Tupelo MS 38801,http://facebook.com/profile.php?id=100063902226573,Mississippi
Ole Man River Antiques,601-597-9289,708 Franklin St Natchez MS 39120,http://facebook.com/OleManRiverAntiques1,Mississippi
That Perfect Piece,601-308-5122,216 East Marion Ave Crystal Springs MS 39059,http://facebook.com/thatperfectpiecems/,Mississippi
The Prissy Hen,662-466-0651,8160 Hwy 51 Vaiden MS 39176,http://facebook.com/theprissyhen,Mississippi
Antiques & More,228-207-0687,10345 Auto Mall Pkwy Ste A D'Iberville MS 39540,http://facebook.com/antiquesandmoreresale,Mississippi
49 Antique & Flea Market,601-583-4554,19 Dewitt Carter RD Hattiesburg MS 39401,http://Facebook.com/49antiqueFleaMarket,Mississippi
The Crosby Arboretum,601-799-2311,370 Ridge Road Picayune MS 39466,http://facebook.com/CrosbyArboretum/,Mississippi
Franklin Street Relics,601-653-4112,512 Franklin Street Natchez MS 39120,http://facebook.com/FranklinStRelics,Mississippi
Bits N Pieces, LLC,662-494-7111,646 Commerce St West Point MS 39773,http://facebook.com/BnPWestPoint,Mississippi
Peddlers' JUNKtion,601-342-2278,604 Carroll Gartin Blvd  B Laurel MS 39440,http://facebook.com/peddlersjunktion,Mississippi
The Artist Mill at Old Town,901-461-8194,9144 Pigeon Roost Rd Olive Branch MS 38654,http://facebook.com/UniquePaintng,Mississippi
The Open Market Corinth,662-665-9010,1004 Highway 72 East Corinth MS 38834,http://www.facebook.com/The-Open-Market-856880237692866/,Mississippi
Unique Treasures Vendor Mall,601-600-2317,814 ROBB STREET Summit MS 39666,http://facebook.com/groups/1624538494302172/,Mississippi
NOBLE HOUSE Estate Sale/Consignment Store,769-242-0657,141 Kirkwood St Picayune MS 39466,http://facebook.com/noblehouseestatesaleandconsignmentstore/,Mississippi
Louisville Trading Co,662-803-3689,14100 Hwy 15 S Louisville MS 39339,http://facebook.com/Facebook.com/louisvilletradingco,Mississippi
Mercantile on Canal,769-926-2127,125 W Canal St Picayune MS 39466,http://facebook.com/profile.php?id=100076452997490,Mississippi
Horsefeathers Antique Mall,662-268-8588,5887 Ms Highway 182 Starkville MS 39759,http://www.facebook.com/pages/Horsefeathers-Mall-182/489740357788811,Mississippi
The Heirloom,601-308-5111,114 East Georgetown St Crystal Springs MS 39059,http://facebook.com/TheHeirloomCrystalSprings,Mississippi
Corners Mansion Inn - A Bed and Breakfast ,601-636-7421,601 Klein Street Vicksburg MS 39180,http://facebook.com/cornersmansioninn,Mississippi
Red Goat General Store,601-375-5053,9446 Highway 503 Hickory MS 39332,http://Facebook.com/Red-Goat-General-Store-114432923718928,Mississippi
49 South Antiques and Flea Market,601-845-4183,3977 Highway 49 S Florence MS 39073,http://Facebook.com/49SouthAntiquesandfleamarket,Mississippi
Barze' Place Antique & Collectibles Mall,601-749-0756,105 Highway 11 S Picayune MS 39466,unavailable,Mississippi
The Shack Too ,662-893-3082,7035 Depot St Olive Branch MS 38654,http://facebook.com/shackantique.mall,Mississippi
Central Mississippi Flea Market,662-289-2141,113 N Natchez St Kosciusko MS 39090,http://www.facebook.com/Central-mississippi-fleamarket-1702452853411674/,Mississippi
Lower Lodge Conservation & Museum Services,601-442-2617,712 Franklin St Natchez MS 39120,http://Facebook.com/Lower-Lodge-Antiques-Conservation-166416233429208,Mississippi
Coastal Magpie,228-215-1815,918 Washington Ave Ocean Springs MS 39564,http://www.facebook.com/Coastal-Magpie-830746573679015/,Mississippi
Right Side of the Moon Air BandB,662-444-3532,North St Cleveland MS 38732,http://www.facebook.com/MoonRetreat,Mississippi
Nana & Pop-Pop’s Shop Flea Market & Antiques,601-736-9123,1114 Broad Street Columbia MS 39429,http://facebook.com/NanaPopPopsShop,Mississippi
Lower Lodge Antiques,601-442-2617,712 Franklin St Natchez MS 39120,unavailable,Mississippi
River Road Mercantile,601-966-8558,410 Larkin I Smith Dr Poplarville MS 39470,http://facebook.com/RiverRoadMerc/,Mississippi
The Old Stone Station & Antique Gallery,662-258-3983,2750 W Roane Ave Eupora MS 39744,http://www.facebook.com/The-Old-Stone-Station-Gallery-102157869130571,Mississippi
The Open Market Vicksburg,601-738-5441,2133 Washington St Vicksburg MS 39180,http://www.facebook.com/The-Open-Market-Vicksburg-1337146189741120/,Mississippi
Presley Heights Antique Mall,662-260-5200,1317 East Main Street Tupelo MS 38804,http://facebook.com/profile.php?id=100090312094002,Mississippi
Antique Aly,769-300-0262,294 Commerce Park Dr Ridgeland MS 39157,http://facebook.com/antiquealy,Mississippi
The Dapper Wolf,601-299-4561,103 Braswell Rd Hattiesburg MS 39401,http://www.facebook.com/The-Dapper-Wolf-107630140764006/,Mississippi
Flowood Antique Flea Market,769-572-5300,200 Gulf South Dr. Flowood MS 39232,http://www.facebook.com/pages/The-Flea-Market-Mississippis-Trade-Place/106972262679567/,Mississippi
Southaven Antiques & Gifts ,662-393-2646,310 Stateline Rd W Southaven MS 38671,http://www.facebook.com/southavenantiques.gifts/,Mississippi
Leamans Antiques,601-268-2511,2103 W Pine St Hattiesburg MS 39402,http://www.facebook.com/pages/The-Antique-mall-of-Hattiesburg-MS/134743518725,Mississippi
Oldies But Goodies Antiques & Flea Market,662-552-0655,18042 US Hwy 82 Mathiston MS 39752,http://facebook.com/Oldiesbutgoodiesmathiston,Mississippi
Katzenmeyer's Antique Shop,601-415-3121,3508 Washington St Vicksburg MS 39180,http://facebook.com/pagesKatzenmeyers192587330796615,Mississippi
Iron Magnolia Antiques,228-918-6468,6030 Menge Ave. South Pass Christian MS 39571,http://facebook.com/ironmagnolia,Mississippi
Finder's Keepers Flea Mkt & Antique Mall,601-453-3252,6096 Dale Dr Marion MS 39342,http://www.facebook.com/Finders-Keepers-Flea-Market-Antique-Mall-1428622930689787/timeline,Mississippi
Thrifty Chicks,601-791-5199,5158 Main Street Lucedale MS 39452,http://facebook.com/ThriftyChicksFabulousFinds,Mississippi
Neysa's Fireside Shop,662-843-3311,109 North St Cleveland MS 38732,http://facebook.com/Facebook.com/neysasfiresideshop,Mississippi
Two Fat Friends,601-408-5629,1950 Highway 49  Ste B Wiggins MS 39577,http://www.facebook.com/twofatfriendsinc,Mississippi
Dogwood Creek Mercantile,228-229-0004,248 Winter Street Lucedale MS 39452,http://facebook.com/profile.php?id=100082888615054,Mississippi
Ocean Springs Mercantile,228-493-8101,700 Washington Ave Ocean Springs MS 39564,http://facebook.com/oceanspringsmercantile/,Mississippi
Porch Swing Pickings,662-862-5031,102 E Main Street Fulton MS 38843,http://facebook.com/porchswingpickingsfulton,Mississippi
EJ's Coin & Variety Shop,601-493-6675,676 Highway 61 N Natchez MS 39120,http://facebook.com/EJsYardSale,Mississippi
The Rusty Magnolia,601-889-0475,129 W Canal St Picayune MS 39466,http://facebook.com/rustymagnoliapicayune,Mississippi
Moonstruck Flea Market,662-444-3532,150 North St Cleveland MS 38732,http://facebook.com/moonstruckfleamarket,Mississippi
The Showroom Antiques,601-888-7868,170 US Hwy 61 Woodville MS 39669,http://www.facebook.com/WoodvilleMS,Mississippi
The Henry Smith House Bed and Breakfast,601-749-8606,99 Henry Smith Rd Picayune MS 39466,http://www.facebook.com/TheHenrySmithHouse/,Mississippi
Hickory Pick'N Flea Market & Antiques,601-357-5053,9560 Highway 503 Hickory MS 39332,http://www.facebook.com/hickorypickn1/,Mississippi
Live Oak Antiques - Garden and Home,601-442-5919,169 Homochitto Street Natchez MS 39120,http://www.facebook.com/LiveOakConstructionNatchezMS/,Mississippi
Milltown Mall,601-643-1446,2058 Highway 51 Wesson MS 39191,http://www.facebook.com/milltown01,Mississippi
Mississippi Antique Galleria,228-809-8069,1909 East Pass Road Gulfport MS 39507,http://facebook.com/msantiquegalleria,Mississippi
Emporium Antiques & Vendor Mall,769-216-3136,2932 Highway 49 S Florence MS 39073,http://Facebook.com/Emporium-Antiques-and-Vendor-Mall-105689507804804,Mississippi
Cathy's Bargain and Consignment Shop,601-673-1299,5183 Main St Lucedale MS 39452,http://facebook.com/profile.php?id=100063541004711,Mississippi
Antique Mall of the South,601-853-4000,367 Highway 51 Ridgeland MS 39157,http://facebook.com/antiquemall,Mississippi
Marketplace Antique Mall,601-544-6644,5360 U S Highway 49  Ste 10 Hattiesburg MS 39401,http://www.facebook.com/Marketplace-antiques-103061751103006,Mississippi
Penny's Flea Market,601-679-7733,7972 Highway 45 N Meridian MS 39305,http://www.facebook.com/MS.PennysFleaMarket,Mississippi
The Front Porch,662-508-5115,411 Summit St Winona MS 38967,http://facebook.com/The-Front-Porch-197295124544488,Mississippi
Family Flea Market & Flooring,601-286-3521,1107 B St Meridian MS 39301,http://Facebook.com/familyfleamarket,Mississippi
Natchez Mercantile at Consign & Design,601-807-9440,105 N Commerce St. Natchez MS 39120,http://facebook.com/NATCHEZms212,Mississippi
Rebecca Rose Flea Market,601-885-5000,105 Main St Utica MS 39175,http://Facebook.com/rebeccarosefleamarket,Mississippi
Olivia's Heartland Vintage Gift Market,not available,135 South Town Blvd Hollister MO 65672,http://www.facebook.com/VintageGiftMarket/,Missouri
Crafty creations,816-516-0390,123 W Main St Richmond MO 64085,unavailable,Missouri
Big Creek Antique Mall,816-623-5358,509 W Main St Greenwood MO 64034,http://www.facebook.com/bigcreekantiquemall/,Missouri
Mari's Treasures South & North,603-569-7960,279 S Main St Wolfeboro NH 03894,http://facebook.com/MarisTreasures/timeline,NewHampshire
Dragonflies Antiques & Appraisals,603-569-0000,Please Call For Best Service Wolfeboro NH 03894,http://facebook.com/DragonfliesAntiques,NewHampshire
East Coast Props & Antiques,not available,4 Lafayette Road Hampton Falls NH 03844,unavailable,NewHampshire
Brimfield Antique Shows,781-324-4400,34 Stage Road (Deerfield Fairgrounds) Deerfield NH 03037,http://www.facebook.com/brimfieldlive/,NewHampshire
Treasures Antiques, Collectables & MORE!,603-672-2535,106 Ponemah Rd Amherst NH 03031,http://www.facebook.com/treasuresantiques,NewHampshire
Jackson NH Vacation Rentals,207-671-7676,unavailable,http://facebook.com/JacksonNHVacationRentals,NewHampshire
Bloomin' Antiques,603-585-6688,3 Templeton Tpke Fitzwilliam NH 03447,http://www.facebook.com/BloominAntiques/timeline,NewHampshire
The Modern Antique,603-213-5124,30 Clinton St Milford NH 03055,http://www.facebook.com/pg/TheModernAntique/photos,NewHampshire
125 Antiques & More,603-347-1834,53 Church St Unit 17 Kingston NH 03848,http://facebook.com/125antiques,NewHampshire
TIme Capsule Antiques and More,603-974-7126,23 Plaistow Rd  Ste 1a Plaistow NH 03865,http://www.facebook.com/timecapsuleantiquesandmore,NewHampshire
Concord Antiques,603-225-6100,137 Storrs St Concord NH 03301,http://www.facebook.com/Concord-Antiques-568556380307122/,NewHampshire
Antiques at Edgerly Farm,603-926-1971,87 Lafayette Rd Hampton Falls NH 03844,http://www.facebook.com/Antiques-at-Edgerly-Farm-190893581064696/,NewHampshire
Hunny Bee-Haven,603-329-4900,10 Main St Hampstead NH 03841,http://www.facebook.com/hunnybeehaven,NewHampshire
Route 1 Antiques,603-601-2554,106 Lafayette Rd Hampton Falls NH 03844,http://www.facebook.com/Route-1-Antiques-221788931742939/,NewHampshire
Idle-a-While Country Antiques,603-744-8010,1177 Mayhew Tpke Bristol NH 03222,http://www.facebook.com/Idle-a-While-1716362125291536/,NewHampshire
White Mtns Antique Gallery,713-298-4355,1030 NH-16 (White Mountains Hwy)  Next to Green Mountain Furniture Ossipee NH 03864,http://facebook.com/profile.php?id=100090323614576,NewHampshire
Union Street Antiques & Collectibles,603-332-0202,19 Union St Rochester NH 03867,http://www.facebook.com/UnionStGrpShop/,NewHampshire
RICHARD M. PLUSCH Antiques & Appraisals,603-356-3333,2584 White Mountain Hwy North Conway NH 03860,unavailable,NewHampshire
Wolfeboro Antiques & Artisan Barn,603-409-0736,458 Center Street Wolfeboro NH 03894,http://facebook.com/wolfeborobarn/,NewHampshire
Serendipity On The Oval,603-554-1878,227 Union Square Milford NH 03055,http://www.facebook.com/serendipityontheovalmilfordnh,NewHampshire
New Hampshire Antique Co-op,603-673-8499,323 Elm Street Milford NH 03055,http://facebook.com/nhantiquecoop,NewHampshire
Main Street Vintage,978-289-8661,3 Main Street Unit 2B Atkinson NH 03811,http://www.facebook.com/MainStreetVintageNH/,NewHampshire
September Sky,603-910-5491,457 Lafayette Rd Hampton NH 03842,http://facebook.com/SeptemberSkyNH,NewHampshire
The Purple Peacock,603-575-5409,49 Main St Littleton NH 03561,http://facebook.com/purplepeacocklittletonnhtimeline,NewHampshire
Seaver & McLellan Antiques,603-532-8500,2 Main St Jaffrey NH 03452,http://www.facebook.com/seaverandmclellan/,NewHampshire
East Coast Props & Antiques,not available,852 Lafayette Road Hampton NH 03842,http://www.facebook.com/EastCoastPropsAndAntiques/,NewHampshire
Twin Elm Farm Antiques & Home Furnishings,603-784-5341,133 Wilton Rd Peterborough NH 03458,http://www.facebook.com/TwinElmFarm/,NewHampshire
Valley Artisans & Vintage Market,603-662-0452,328 White Mountain Hwy Conway NH 03818,http://www.facebook.com/ValleyArtisansAndVintageMarket/,NewHampshire
Antiques on Elm,603-606-1736,321 Elm St Manchester NH 03101,http://www.facebook.com/Antiques-on-Elm-344630415571194/,NewHampshire
Four Corner Antique Store,603-332-1522,204 Estes Rd Rochester NH 03867,http://www.facebook.com/FourCornerAntiqueStore/,NewHampshire
Robin's Egg,603-672-3900,199 State Rte 101 Unit 3 Amherst NH 03031,http://www.facebook.com/robinseggnh/,NewHampshire
Village VINTAGE Marketplace,603-793-2620,70 High St Hampton NH 03842,http://facebook.com/profile.php?id=100088665677770,NewHampshire
Chalet Antiques and Barn,603-726-5335,12 Perch Pond Rd Campton NH 03223,http://www.facebook.com/chaletantiquesandbarn/,NewHampshire
SNAP It's Vintage,603-943-8484,33 Main St Nashua NH 03064,http://facebook.com/Snapitsvintage/,NewHampshire
The Milford Market,603-554-1712,22 Clinton St Milford NH 03055,http://facebook.com/The-Milford-Market-LLC-2093123844347124,NewHampshire
Freedom House Antiques,603-539-4815,17 Old Portland Rd Freedom NH 03836,http://facebook.com/Freedom-House-Antiques-836556699745519,NewHampshire
Bonita D. Story Antiques,603-279-8833,3 Main St Meredith NH 03253,unavailable,NewHampshire
Collector's Eye,603-772-6205,132 Portsmouth Ave Stratham NH 03885,http://www.facebook.com/collectorseye,NewHampshire
Fine Art Antiques,401-949-4321,70 Main St Conway NH 03818,unavailable,NewHampshire
Jetiques,973-919-4488,38 Millbrook Stillwater Rd Hardwick NJ 07825,unavailable,NewJersey
Los Ranchos Antique Mall,505-312-7823,7901 4th St Nw  G Los Ranchos NM 87114,http://www.facebook.com/losranchosantiques,NewMexico
Antique Specialty Mall,505-268-8080,4516 Central Ave SE Albuquerque NM 87108,http://facebook.com/antiquespecialtymall/,NewMexico
Uneek Findings,505-265-9095,4700 Central Ave SE Albuquerque NM 87108,http://www.facebook.com/Uneek-Findings-171329689606160/,NewMexico
Rough Rider Antiques,505-454-8063,501 Railroad Ave Las Vegas NM 87701,http://www.facebook.com/roughriderantiqueslv/,NewMexico
Simply Blessed,575-309-3986,101 Pile St Clovis NM 88101,http://facebook.com/simplyblessed101pilest/,NewMexico
Junque & Sister,505-632-2303,308 W Broadway Ave Bloomfield NM 87413,http://www.facebook.com/JunqueandSister/,NewMexico
Jespersen's Cache,575-483-2349,403 Maxwell Ave Springer NM 87747,unavailable,NewMexico
Before My Time Antiques,505-320-3676,729 E Main St Farmington NM 87401,http://www.facebook.com/BeforeMyTimeAntiques/,NewMexico
Copper Bell Antiques,505-828-0595,7425 4th St NW Los Ranchos NM 87107,http://www.facebook.com/copperbellantiques/,NewMexico
Santa Fe Antiques @ Valdes,505-982-0017,1006 Marquez Pl Santa Fe NM 87505,http://facebook.com/santafeantiques,NewMexico
Anteeks On Menaul,505-298-7420,8908 Menaul Blvd Ne Albuquerque NM 87112,http://www.facebook.com/AnteeksOnMenaul/,NewMexico
Mia's Collectables,575-921-2548,823 New York Ave Alamogordo NM 88310,http://www.facebook.com/Mias-Collectibles-1731248003868341/,NewMexico
Plaza Antiques,505-454-9447,1805 Plaza St Las Vegas NM 87701,http://www.facebook.com/PlazaAntiquesLasVegasNewMexico/,NewMexico
Exhibit A,575-762-0391,318 N Main St Clovis NM 88101,http://facebook.com/theretrogal/,NewMexico
Mark White Fine Art,505-982-2073,414 Canyon Rd Santa Fe NM 87501,unavailable,NewMexico
Old Town Antiques,505-842-6657,416 Romero St Nw Albuquerque NM 87104,unavailable,NewMexico
Motique @ Nobhill,505-266-0462,4716 Central Ave SE Albuquerque NM 87108,http://facebook.com/motiqueatnobhill,NewMexico
Bullet Bob Has It,575-799-8432,417 N Main St Clovis NM 88101,http://facebook.com/bulletbobhasit,NewMexico
Great Southwestern Antique Show,505-255-4054,4000 Central Ave Se Albuquerque NM 87108,http://facebook.com/gswevents,NewMexico
Vintage Revival,575-937-8834,300 St Francis Dr Tularosa NM 88352,http://www.facebook.com/vintagerevivaltularosa/,NewMexico
Nana's Collectibles and Antique Mall,575-397-4481,905 1/2 E Bender Blvd Hobbs NM 88240,http://facebook.com/nanascollectibles/,NewMexico
Sagebrush Annie's Antiques,575-746-3137,119 W Main St Artesia NM 88210,http://facebook.com/sagebrushanniesantiques/,NewMexico
Cowboys and Indians Antiques,505-255-4054,4000 Central Ave Se Albuquerque NM 87108,http://facebook.com/cowboysandindiansantiques,NewMexico
Pecos River Antique Mall,575-234-9977,110 S Canyon St Carlsbad NM 88220,http://facebook.com/pecos-river-antique-mall-114519501919194/,NewMexico
Prized Possessions,505-899-4800,4534 Corrales Rd Corrales NM 87048,http://www.facebook.com/prized.possessions,NewMexico
Yesterday Fine Antiques & Collectibles,575-258-1205,1001 Mechem Drive Ruidoso NM 88355,http://facebook.com/in.ruidoso/,NewMexico
Antiques & Art Westmoreland,315-922-4485,5475 State Route 233 Rome NY 13440,http://www.facebook.com/profile.php?id=100063939582444,NewYork
Newburgh Vintage Emporium Ware-House,845-565-8200,10 Route 17k Newburgh NY 12550,http://facebook.com/NewburghVintageEmporium,NewYork
Newburgh Vintage Emporium,845-562-5200,5006 Route 9W Newburgh NY 12550,http://facebook.com/NewburghVintageEmporium9W,NewYork
Northup Gallery,607-433-0461,191 cemetery hill rd ONEONTA NY 13820,http://facebook.com/northupgallery,NewYork
Skaneateles Antique Center,315-685-0752,12 E Genesee St Skaneateles NY 13152,http://www.facebook.com/SkaneatelesAntiqueCenter,NewYork
Bridge House Vintage,917-751-6069,1129 NY-295 East Chatham NY 12060,http://facebook.com/bridgehousevintage,NewYork
The Carriage Factory Antiques,585-526-6076,2348 NY-5 & 20 Stanley NY 14561,http://www.facebook.com/Carriagefactoryantiques,NewYork
Forget Me Nots Consignments,518-403-4972,13 W Main St Cambridge NY 12816,http://www.facebook.com/profile.php?id=100063899721987,NewYork
Butternut Barn Primitives,315-858-0964,1185 Allen Lake Road Richfield Springs NY 13439,http://facebook.com/ButternutBarnPrimitives,NewYork
Colliersville Cottage Antiques,607-441-3036,6129 State Route 7 Colliersville NY 13747,http://facebook.com/ColliersvilleCottage/,NewYork
Port City Co-Op,315-402-8483,137b W 2nd St Oswego NY 13126,http://facebook.com/PortCityCoopshop/,NewYork
Pickers Nation,518-495-9225,2530 Rte. 9W Ravena NY 12143,http://facebook.com/profile.php?id=100041399844980,NewYork
Syracuse Antique Exchange,315-471-1841,1629 N Salina St Syracuse NY 13208,http://facebook.com/SyracuseAntiques/,NewYork
Annex Antiques Center,845-758-2843,7578 North Broadway (Rt. 9) Red Hook NY 12571,http://www.facebook.com/AnnexAntiques,NewYork
Simply Heirlooms,518-309-3566,2nd Floor @ Waverly Square Antiques 19 Low Street Ballston Spa NY 12020,http://www.facebook.com/simplyheirlooms,NewYork
The Downtown Browsery-Albion,585-283-5077,118 N Main Street Albion NY 14411,http://facebook.com/DTBalb,NewYork
Ballston Spa Antique Center,518-885-5521,217 Milton Ave # 221 Ballston Spa NY 12020,unavailable,NewYork
Wilson Antiques & Marketplace,716-541-5182,323 Young St Wilson NY 14172,http://www.instagram.com/wilsonantiquesmarketplace/,NewYork
Black Dragon Antiques,518-867-9937,2100 Doubleday Ave Ballston Spa NY 12020,http://www.facebook.com/blackdragonantiques/,NewYork
Crossroads Country Mall,585-624-1993,7348 E Main St Lima NY 14485,http://facebook.com/crossroadsantiquesoflima/,NewYork
Blooming Grove Antiques TAKE 2,not available,436 Blooming Grove Tpke Ste 400 New Windsor NY 12553,http://facebook.com/myeclecticeye,NewYork
Antique Underground,315-481-9960,124 E Jefferson St Syracuse NY 13202,http://www.facebook.com/antiqueunderground,NewYork
Phoenix Antique & Design,315-400-9914,504 Main St Phoenix NY 13135,http://facebook.com/PhoenixAntiqueDesign,NewYork
The Inn at Stone Mill,not available,410 Canal Pl Little Falls NY 13365,http://www.facebook.com/theinnatstonemill/,NewYork
Olde 1811 Antique Shoppe,518-392-3505,2 Austerlitz St Chatham NY 12037,http://facebook.com/1811antiques,NewYork
GrovAnne Auction House and Store,315-834-7009,21012 Main Street Wolcott NY 14590,unavailable,NewYork
99 Clinton Street Antiques,607-201-6674,99 Clinton St Binghamton NY 13905,http://facebook.com/99clintonantiques/,NewYork
Waverly Square Antiques,518-309-3566,19 Low St Ballston Spa NY 12020,http://www.facebook.com/WaverlySquareAntiques/,NewYork
Victoria's Corner,518-338-5550,223 Milton Ave Ballston Spa NY 12020,http://www.facebook.com/VictoriasCornerNY,NewYork
The Vintage House,845-482-6001,4910 State Route 52 Jeffersonvlle NY 12748,http://facebook.com/vintagehousejville,NewYork
Water Under The Bridge,315-529-5448,2737 State Route 48 Minetto NY 13115,http://www.facebook.com/profile.php?id=100066239244732,NewYork
Farmhouse Finds,not available,3310 and 3316 State Highway 8 S New Berlin NY 13843,http://facebook.com/farmhousefindsny,NewYork
Hudson Valley House Parts,not available,159 Broadway Newburgh NY 12550,http://facebook.com/HudsonValleyHouseParts,NewYork
Flippin' Unique Antiques,not available,122 W Broadway Fulton NY 13069,http://www.facebook.com/flippinuniqueantiques,NewYork
Early Owego Antique Center,607-223-4723,Corner of Lake and Main Street Owego NY 13827,http://www.facebook.com/EarlyOwego,NewYork
The Old Chapel Antique & Artisan Market,716-545-6102,172 Robinson St N Tonawanda NY 14120,http://facebook.com/TheOldChapelMarket/,NewYork
Modern Mercantile,not available,135 E Center St Medina NY 14103,http://www.facebook.com/ModernMercantileMedina,NewYork
The Gallery,518-568-5121,2 W Main St St Johnsville NY 13452,http://www.facebook.com/profile.php?id=100054652500441,NewYork
Barton & Lyles Vintage,607-759-7109,1250 Upper Front St Binghamton NY 13901,http://facebook.com/BartonandLyles,NewYork
See The Man, LLC,607-316-8463,54 N Main St Sherburne NY 13460,http://www.facebook.com/seethemanantiques,NewYork
Country Mouse Antiques,315-237-3689,47 Maple Ave. Sodus NY 14551,http://facebook.com/cmantiques,NewYork
The Green Giraffe,not available,179 Main Street Unadilla NY 13849,http://facebook.com/profile.php?id=100093552282984,NewYork
East Hill Farm Antiques,518-330-6746,3669 State Route 150 E Greenbush NY 12061,unavailable,NewYork
The 1812 Store,585-749-8090,4270 North Main Street Livonia NY 14487,http://www.facebook.com/The1812Store,NewYork
Willowcreek Antiques & Interiors,not available,5377 W Ridge Rd Spencerport NY 14559,http://facebook.com/willowcreekantiques/,NewYork
Behind The Iron Gates,315-484-3364,1818 W Genesee St Syracuse NY 13204,http://www.facebook.com/behindtheirongates,NewYork
Lewiston Antique Mall,716-628-0796,2692 Saunders Settlement Rd Sanborn NY 14132,http://www.facebook.com/lewistonantiquemall13/,NewYork
The V.A.U.L.T,585-204-2469,153 Main St Dansville NY 14437,http://facebook.com/TheVAULT14437,NewYork
Pandora's Barn LLC,315-668-1006,9285 Brewerton Rd Brewerton NY 13029,http://www.facebook.com/profile.php?id=100083231894090,NewYork
